game_str,play_id,cutoff_man,cutoff_decision
y1_d058_WZR_YJD,133,shortstop,cut_hold
y1_d059_JNJ_QEA,179,second baseman,cut_hold
y1_d059_JNJ_QEA,198,second baseman,cut_hold
y1_d060_JNJ_QEA,47,first baseman,cut_hold
y1_d062_HCI_RZQ,123,shortstop,cut_hold
y1_d063_HCI_RZQ,45,third baseman,cut_hold
y1_d063_HCI_RZQ,186,shortstop,cut_hold
y1_d064_UEX_RZQ,110,second baseman,cut_hold
y1_d064_UEX_RZQ,48,shortstop,cut_hold
y1_d065_IAQ_YJD,109,second baseman,cut_hold
y1_d065_UEX_RZQ,136,second baseman,cut_hold
y1_d066_IAQ_YJD,252,second baseman,cut_hold
y1_d066_OWH_QEA,167,second baseman,cut_relay
y1_d067_IAQ_YJD,56,shortstop,cut_hold
y1_d067_IAQ_YJD,79,catcher,let
y1_d067_IAQ_YJD,144,second baseman,cut_hold
y1_d067_UEX_RZQ,226,second baseman,cut_hold
y1_d072_ACN_QEA,81,second baseman,cut_hold
y1_d080_FBP_QEA,23,second baseman,cut_hold
y1_d080_FBP_QEA,111,second baseman,cut_hold
y1_d080_FBP_QEA,290,third baseman,cut_hold
y1_d080_PVJ_RZQ,67,second baseman,cut_hold
y1_d081_PVJ_RZQ,264,second baseman,cut_hold
y1_d082_FBP_QEA,128,second baseman,cut_hold
y1_d082_FBP_QEA,170,shortstop,cut_hold
y1_d082_YJD_RZQ,87,second baseman,cut_hold
y1_d084_YJD_RZQ,227,third baseman,cut_hold
y1_d086_DYE_YJD,206,shortstop,cut_hold
y1_d086_DYE_YJD,213,second baseman,cut_hold
y1_d086_DYE_YJD,96,second baseman,cut_hold
y1_d086_DYE_YJD,105,third baseman,cut_hold
y1_d088_CRQ_QEA,125,shortstop,cut_hold
y1_d090_DYE_RZQ,199,first baseman,cut_hold
y1_d090_DYE_RZQ,203,third baseman,cut_hold
y1_d090_DYE_RZQ,269,second baseman,cut_hold
y1_d091_DYE_RZQ,78,catcher,let
y1_d091_DYE_RZQ,118,second baseman,cut_hold
y1_d091_DYE_RZQ,324,first baseman,cut_hold
y1_d093_DYE_RZQ,204,second baseman,cut_hold
y1_d094_KQQ_YJD,118,third baseman,cut_hold
y1_d094_KQQ_YJD,130,third baseman,cut_hold
y1_d094_KQQ_YJD,307,shortstop,cut_hold
y1_d095_KQQ_YJD,18,catcher,let
y1_d095_WNA_RZQ,234,first baseman,cut_hold
y1_d095_XAX_QEA,5,shortstop,cut_hold
y1_d096_KQQ_YJD,106,first baseman,cut_hold
y1_d096_WNA_RZQ,270,first baseman,cut_hold
y1_d096_XAX_QEA,16,catcher,let
y1_d096_XAX_QEA,106,second baseman,cut_hold
y1_d099_MRJ_YJD,131,second baseman,cut_hold
y1_d100_MRJ_YJD,183,second baseman,cut_hold
y2_d002_BEJ_RZQ,171,third baseman,cut_hold
y2_d002_BEJ_RZQ,231,first baseman,cut_relay
y2_d002_GHD_YJD,124,second baseman,cut_hold
y2_d004_GHD_YJD,209,second baseman,cut_hold
y2_d004_GHD_YJD,287,second baseman,cut_hold
y2_d004_GHD_YJD,290,third baseman,cut_hold
y2_d008_JMJ_YJD,135,second baseman,cut_hold
y2_d008_TSZ_RZQ,111,shortstop,cut_hold
y2_d011_RQJ_YJD,204,shortstop,cut_hold
y2_d012_BVD_RZQ,108,shortstop,cut_hold
y2_d012_RQJ_YJD,28,second baseman,cut_hold
y2_d014_TEQ_YJD,193,second baseman,cut_hold
y2_d020_GIS_RZQ,16,second baseman,cut_hold
y2_d021_DMS_RZQ,25,third baseman,cut_hold
y2_d021_DMS_RZQ,159,third baseman,cut_hold
y2_d022_DMS_RZQ,76,shortstop,cut_hold
y2_d024_ALA_YJD,144,second baseman,cut_hold
y2_d025_ALA_YJD,250,second baseman,cut_hold
y2_d026_VMN_YJD,113,shortstop,cut_hold
y2_d026_YUH_RZQ,74,third baseman,cut_relay
y2_d027_YUH_RZQ,89,second baseman,cut_hold
y2_d028_VMN_YJD,225,second baseman,cut_hold
y2_d030_IKJ_RZQ,16,second baseman,cut_hold
y2_d031_IKJ_RZQ,189,second baseman,cut_hold
y2_d032_KNB_YJD,15,shortstop,cut_hold
y2_d032_KNB_YJD,146,shortstop,cut_hold
y2_d034_KNB_YJD,179,second baseman,cut_relay
y2_d034_KNB_YJD,305,second baseman,cut_hold
y2_d035_KNB_YJD,31,shortstop,cut_hold
y2_d035_KNB_YJD,173,shortstop,cut_hold
y2_d035_KNB_YJD,206,second baseman,cut_hold
y2_d035_KNB_YJD,208,third baseman,cut_hold
y2_d035_KNB_YJD,362,third baseman,cut_hold
y2_d037_UKI_RZQ,259,second baseman,cut_hold
y2_d038_UKI_RZQ,166,second baseman,cut_hold
y2_d040_XLB_RZQ,98,shortstop,cut_hold
y2_d041_XLB_RZQ,118,second baseman,cut_hold
y2_d043_RZQ_YJD,236,third baseman,cut_hold
y2_d045_IHI_YJD,12,third baseman,cut_hold
y2_d047_IHI_YJD,247,second baseman,cut_hold
y2_d048_DYE_RZQ,157,second baseman,cut_hold
y2_d050_DYE_RZQ,53,second baseman,cut_hold
y2_d050_DYE_RZQ,156,second baseman,cut_hold
y2_d051_DYE_RZQ,105,shortstop,cut_hold
y2_d055_IAK_RZQ,193,second baseman,cut_hold
y2_d056_IAK_RZQ,138,shortstop,cut_hold
y2_d056_IAK_RZQ,261,second baseman,cut_hold
y2_d057_IAK_RZQ,109,shortstop,cut_hold
y2_d057_IAK_RZQ,141,shortstop,cut_relay
y2_d063_KIR_RZQ,225,second baseman,cut_hold
y2_d064_HKR_RZQ,186,shortstop,cut_hold
y2_d064_HKR_RZQ,187,shortstop,cut_hold
y2_d065_ESW_YJD,10,second baseman,cut_hold
y2_d065_ESW_YJD,182,second baseman,cut_relay
y2_d065_HKR_RZQ,234,shortstop,cut_hold
y2_d066_ESW_YJD,246,shortstop,cut_hold
y2_d067_HKR_RZQ,158,shortstop,cut_hold
y2_d067_HKR_RZQ,175,third baseman,cut_hold
y2_d067_HKR_RZQ,217,second baseman,cut_hold
y2_d068_RDO_RZQ,45,second baseman,cut_hold
y2_d069_RDO_RZQ,137,second baseman,cut_hold
y2_d070_RDO_RZQ,178,second baseman,cut_hold
y2_d071_XFE_RZQ,23,shortstop,cut_hold
y2_d072_DYE_YJD,52,third baseman,cut_hold
y2_d073_DYE_YJD,93,third baseman,cut_hold
y2_d073_XFE_RZQ,215,catcher,let
y2_d074.5_VZE_YJD,183,second baseman,cut_hold
y2_d074.5_VZE_YJD,237,second baseman,cut_hold
y2_d074_VZE_YJD,92,second baseman,cut_hold
y2_d080_YJD_RZQ,13,third baseman,cut_hold
y2_d080_YJD_RZQ,304,shortstop,cut_hold
y2_d082_WMI_YJD,151,shortstop,cut_hold
y2_d082_WMI_YJD,164,shortstop,cut_hold
y2_d083_WMI_YJD,43,second baseman,cut_hold
y2_d084_LFS_YJD,84,shortstop,cut_hold
y2_d085.5_LFS_YJD,138,shortstop,cut_relay
y2_d087_DYE_RZQ,164,shortstop,cut_hold
y2_d089_DYE_RZQ,89,shortstop,cut_hold
y2_d090_NYA_YJD,105,second baseman,cut_hold
y2_d090_NYA_YJD,109,second baseman,cut_hold
y2_d091_NYA_YJD,227,shortstop,cut_hold
y2_d092_NYA_YJD,260,catcher,let
y2_d094_QZE_RZQ,109,shortstop,cut_hold
y2_d094_QZE_RZQ,142,catcher,let
y2_d094_QZE_RZQ,341,pitcher,cut_relay
y2_d095_QZE_RZQ,97,pitcher,cut_relay
y2_d096_QZE_RZQ,62,shortstop,cut_hold
y2_d097_YJD_RZQ,19,second baseman,cut_hold
y2_d097_YJD_RZQ,135,first baseman,cut_hold
y2_d098_YJD_RZQ,37,second baseman,cut_hold
y1_d005_JJS_YJD,125,second baseman,cut_hold
y1_d006_JJS_YJD,51,second baseman,cut_hold
y1_d014_IXC_QEA,36,shortstop,cut_hold
y1_d014_IXC_QEA,289,second baseman,cut_hold
y1_d016_OXG_QEA,70,catcher,let
y1_d016_OXG_QEA,130,first baseman,cut_hold
y1_d018_OXG_QEA,126,second baseman,cut_hold
y1_d018_OXG_QEA,196,first baseman,cut_hold
y1_d018_OXG_QEA,315,second baseman,cut_hold
y1_d033_AVV_YJD,70,first baseman,cut_hold
y1_d035_AVV_YJD,293,shortstop,cut_hold
y1_d038_HMN_RZQ,236,first baseman,cut_hold
y1_d039_HMN_RZQ,39,second baseman,cut_hold
y1_d040_TKJ_YJD,126,second baseman,cut_hold
y1_d041_TKJ_YJD,219,second baseman,cut_hold
y1_d044_WJU_QEA,232,second baseman,cut_hold
y1_d044_WJU_QEA,298,shortstop,cut_hold
y1_d045_MHY_RZQ,125,shortstop,cut_hold
y1_d045_VHS_YJD,38,shortstop,cut_hold
y1_d046_WJU_QEA,133,second baseman,cut_hold
y1_d047_MHY_RZQ,126,second baseman,cut_hold
y1_d047_MHY_RZQ,180,first baseman,cut_hold
y1_d047_VHS_YJD,18,second baseman,cut_hold
y1_d047_VHS_YJD,171,first baseman,cut_hold
y1_d048_MHY_RZQ,17,shortstop,cut_hold
y1_d048_STK_QEA,69,catcher,let
y1_d049_JZK_RZQ,133,first baseman,cut_hold
y1_d049_UPU_YJD,170,shortstop,cut_hold
y1_d050_JZK_RZQ,140,third baseman,cut_hold
y1_d051_JZK_RZQ,160,first baseman,cut_hold
y1_d051_UPU_YJD,76,catcher,let
y1_d051_UPU_YJD,197,shortstop,cut_hold
y1_d051_UPU_YJD,207,shortstop,cut_hold
y1_d051_UPU_YJD,242,shortstop,cut_hold
y1_d051_UPU_YJD,322,shortstop,cut_hold
y1_d052_APZ_QEA,340,catcher,let
y1_d053_APZ_QEA,223,shortstop,cut_relay
y1_d054_APZ_QEA,107,catcher,let
y1_d054_APZ_QEA,116,third baseman,cut_hold
y1_d056_OXG_QEA,224,third baseman,cut_hold
y1_d056_OXG_QEA,265,shortstop,cut_hold
y1_d057_OXG_QEA,23,shortstop,cut_hold
y1_d057_WZR_YJD,195,second baseman,cut_hold
y1_d058_OXG_QEA,219,first baseman,cut_hold
y1_d058_WZR_YJD,311,second baseman,cut_hold
y1_d058_WZR_YJD,330,catcher,let
y1_d059_JNJ_QEA,114,shortstop,cut_hold
y1_d064_IAQ_YJD,214,shortstop,cut_hold
y1_d066_IAQ_YJD,219,second baseman,cut_hold
y1_d066_IAQ_YJD,264,third baseman,cut_hold
y1_d066_OWH_QEA,85,shortstop,cut_hold
y1_d067_OWH_QEA,225,shortstop,cut_hold
y1_d068_OWH_QEA,9,first baseman,cut_hold
y1_d068_OWH_QEA,29,catcher,let
y1_d068_OWH_QEA,59,first baseman,cut_hold
y1_d070_ACN_QEA,118,shortstop,cut_relay
y1_d076_GAX_YJD,90,shortstop,cut_hold
y1_d080_FBP_QEA,54,second baseman,cut_hold
y1_d081_PVJ_RZQ,25,catcher,let
y1_d081_PVJ_RZQ,208,second baseman,let
y1_d082_FBP_QEA,71,shortstop,cut_hold
y1_d083_YJD_RZQ,204,second baseman,cut_hold
y1_d084_YJD_RZQ,140,shortstop,cut_hold
y1_d084_YJD_RZQ,166,shortstop,cut_hold
y1_d085_YJD_RZQ,130,shortstop,cut_hold
y1_d086_DYE_YJD,168,catcher,let
y1_d086_DYE_YJD,236,third baseman,cut_hold
y1_d089_CRQ_QEA,249,catcher,let
y1_d090_DYE_RZQ,194,shortstop,cut_hold
y1_d091_DYE_RZQ,13,second baseman,cut_hold
y1_d091_DYE_RZQ,114,shortstop,cut_relay
y1_d092_DYE_RZQ,258,third baseman,cut_hold
y1_d095_KQQ_YJD,15,shortstop,cut_hold
y1_d098_MRJ_YJD,82,third baseman,cut_hold
y1_d098_MRJ_YJD,183,second baseman,cut_hold
y2_d002_BEJ_RZQ,145,catcher,let
y2_d002_BEJ_RZQ,202,shortstop,cut_hold
y2_d003_GHD_YJD,11,second baseman,cut_hold
y2_d005_DYE_RZQ,209,shortstop,cut_hold
y2_d005_NSO_YJD,283,catcher,let
y2_d008_TSZ_RZQ,95,first baseman,cut_hold
y2_d009_JMJ_YJD,151,shortstop,cut_hold
y2_d009_TSZ_RZQ,137,first baseman,cut_hold
y2_d010_TSZ_RZQ,35,second baseman,cut_hold
y2_d013_BVD_RZQ,80,first baseman,cut_hold
y2_d013_RQJ_YJD,292,shortstop,cut_hold
y2_d014_TEQ_YJD,112,shortstop,cut_hold
y2_d017_GIS_RZQ,119,first baseman,cut_hold
y2_d017_GIS_RZQ,122,second baseman,cut_hold
y2_d017_GIS_RZQ,141,catcher,let
y2_d019_GIS_RZQ,59,second baseman,cut_hold
y2_d020_GIS_RZQ,154,first baseman,cut_hold
y2_d022_DMS_RZQ,103,shortstop,cut_hold
y2_d024_ALA_YJD,187,shortstop,cut_hold
y2_d028_VMN_YJD,52,catcher,let
y2_d028_YUH_RZQ,42,second baseman,cut_hold
y2_d030_IKJ_RZQ,180,catcher,let
y2_d031_IKJ_RZQ,192,shortstop,cut_hold
y2_d031_IKJ_RZQ,248,shortstop,cut_hold
y2_d032_KNB_YJD,140,shortstop,cut_hold
y2_d032_KNB_YJD,223,shortstop,cut_hold
y2_d034_KNB_YJD,83,catcher,let
y2_d038_UKI_RZQ,277,shortstop,cut_hold
y2_d039_XLB_RZQ,159,catcher,let
y2_d040_XLB_RZQ,263,shortstop,cut_hold
y2_d043_RZQ_YJD,72,first baseman,cut_hold
y2_d045_IHI_YJD,22,third baseman,cut_hold
y2_d045_IHI_YJD,180,catcher,let
y2_d045_IHI_YJD,212,first baseman,cut_hold
y2_d048_DYE_RZQ,165,second baseman,cut_hold
y2_d050_DYE_RZQ,283,first baseman,let
y2_d050_DYE_RZQ,307,shortstop,cut_hold
y2_d051_DYE_RZQ,203,shortstop,cut_hold
y2_d057.5_IAK_RZQ,33,shortstop,cut_hold
y2_d057.5_IAK_RZQ,38,shortstop,cut_hold
y2_d058_POW_YJD,74,second baseman,cut_hold
y2_d058_POW_YJD,273,catcher,let
y2_d063_KIR_RZQ,133,catcher,let
y2_d063_KIR_RZQ,201,shortstop,cut_hold
y2_d065_ESW_YJD,42,third baseman,cut_hold
y2_d065_ESW_YJD,104,shortstop,cut_hold
y2_d065_ESW_YJD,255,second baseman,cut_hold
y2_d065_HKR_RZQ,239,shortstop,cut_hold
y2_d072_DYE_YJD,45,catcher,let
y2_d072_XFE_RZQ,279,first baseman,cut_hold
y2_d074_VZE_YJD,38,first baseman,cut_hold
y2_d077_MGJ_RZQ,71,shortstop,cut_hold
y2_d077_MGJ_RZQ,109,shortstop,cut_hold
y2_d077_MGJ_RZQ,240,first baseman,cut_hold
y2_d078_MGJ_RZQ,13,first baseman,cut_hold
y2_d080_YJD_RZQ,333,shortstop,cut_hold
y2_d083_WMI_YJD,79,shortstop,cut_hold
y2_d083_WMI_YJD,80,shortstop,cut_hold
y2_d083_WMI_YJD,299,catcher,let
y2_d084_LFS_YJD,72,second baseman,cut_hold
y2_d084_LFS_YJD,323,second baseman,cut_hold
y2_d087_DYE_RZQ,120,second baseman,cut_hold
y2_d088_DYE_RZQ,156,shortstop,cut_hold
y2_d088_DYE_RZQ,164,third baseman,cut_hold
y2_d090_NYA_YJD,5,second baseman,cut_hold
y2_d091_NYA_YJD,47,third baseman,cut_hold
y2_d094_QZE_RZQ,135,shortstop,cut_hold
y2_d094_QZE_RZQ,175,third baseman,cut_hold
y2_d094_QZE_RZQ,333,shortstop,cut_hold
y2_d096_QZE_RZQ,221,third baseman,cut_hold
